,Region,Year,WineType,Production_Hectoliters,Area_Hectares,Population,Area,Yield_Hl_Ha
349,Campania,2024,Nebbiolo (Red),12107.0,253.0,5600000,South,
350,Campania,2024,Glera (Prosecco/Sparkling),42727.0,370.0,5600000,South,115.5
351,Campania,2024,Pinot Grigio (White),26324.0,,5600000,South,96.1
352,Campania,2024,Primitivo (Red),21647.0,266.0,5600000,South,81.4
353,Campania,2024,Montepulciano (Red),,,5600000,South,84.5
354,Campania,2025,Sangiovese (Red),14849.0,187.0,5600000,South,79.4
355,Campania,2025,Nebbiolo (Red),9489.0,198.0,5600000,South,47.9
356,Campania,2025,Glera (Prosecco/Sparkling),38517.0,377.0,5600000,South,102.2
357,Campania,2025,Pinot Grigio (White),18308.0,,5600000,South,
358,Campania,2025,Primitivo (Red),78430.55507887226,217.0,5600000,South,53.2
359,Campania,2025,Montepulciano (Red),23922.0,323.0,5600000,South,74.1
360,Emilia-Romagna,2011,Sangiovese (Red),362444.0,5609.0,4400000,North,64.6
361,emilia-romagna,2011,Nebbiolo (Red),281496.44333047804,865.0,4400000,North,47.9
362,Emilia-Romagna,2011,Glera (Prosecco/Sparkling),52292.0,474.0,4400000,North,110.3
363,Emilia-Romagna,2011,Pinot Grigio (White),35518.0,393.0,4400000,North,90.4
364,Emilia-Romagna,2011,Primitivo (Red),28625.0,395.0,4400000,North,72.5
365,Emilia-Romagna,2011,Montepulciano (Red),55560.0,609.0,4400000,North,91.2
366,Emilia-Romagna,2012,Sangiovese (Red),690812.0,9542.0,4400000,North,72.4
367,Emilia-Romagna,2012,Nebbiolo (Red),40379.0,811.0,4400000,North,49.8
368,Emilia-Romagna,2012,Glera (Prosecco/Sparkling),,615.0,4400000,North,117.6
369,Emilia-Romagna,2012,pinot grigio (white),56516.0,568.0,4400000,North,99.5
370,Emilia-Romagna,2012,Primitivo (Red),54556.0,793.0,4400000,North,68.8
371,Emilia-Romagna,2012,Montepulciano (Red),37429.0,430.0,4400000,North,87.0
372,Emilia-Romagna,2013,Sangiovese (Red),428819.0,7015.0,4400000,North,61.1
373,Emilia-Romagna,2013,Nebbiolo (Red),18504.0,408.0,4400000,North,45.4
374,Emilia-Romagna,2013,Glera (Prosecco/Sparkling),70839.0,522.0,4400000,North,135.7
375,Emilia-Romagna,2013,Pinot Grigio (White),42719.0,438.0,4400000,North,97.5
376,Emilia-Romagna,2013,Primitivo (Red),37507.0,493.0,4400000,North,76.1
377,Emilia-Romagna,2013,Montepulciano (Red),35891.0,412.0,4400000,North,87.1
378,emilia-romagna,2014,Sangiovese (Red),404688.0,7835.0,4400000,North,51.7
379,Emilia-Romagna,2014,Nebbiolo (Red),33042.0,631.0,4400000,North,52.4
380,Emilia-Romagna,2014,Glera (Prosecco/Sparkling),36508.0,395.0,4400000,North,92.4
381,Emilia-Romagna,2014,Pinot Grigio (White),36415.0,331.0,4400000,North,110.0
382,Emilia-Romagna,2014,Primitivo (Red),53227.0,713.0,4400000,North,74.7
383,Emilia-Romagna,2014,Montepulciano (Red),24812.0,313.0,4400000,North,79.3
384,Emilia-Romagna,2015,Sangiovese (Red),849907.0,11177.0,4400000,North,76.0
385,Emilia-Romagna,2015,Nebbiolo (Red),27590.0,619.0,4400000,North,44.6
386,Emilia-Romagna,2015,Glera (Prosecco/Sparkling),49950.0,490.0,4400000,North,101.9
387,Emilia-Romagna,2015,Pinot Grigio (White),48854.0,561.0,4400000,North,87.1
388,Emilia-Romagna,2015,Primitivo (Red),,584.0,4400000,North,71.7
389,Emilia-Romagna,2015,Montepulciano (Red),20353.0,233.0,4400000,North,87.4
390,Emilia-Romagna,2016,Sangiovese (Red),434834.0,7759.0,4400000,North,56.0
391,Emilia-Romagna,2016,Nebbiolo (Red),25188.0,603.0,4400000,North,41.8
392,Emilia-Romagna,2016,Glera (Prosecco/Sparkling),77399.0,678.0,4400000,North,
393,Emilia-Romagna,2016,Pinot Grigio (White),25310.0,,4400000,North,87.3
394,Emilia-Romagna,2016,Primitivo (Red),32487.0,512.0,4400000,North,63.5
395,Emilia-Romagna,2016,Montepulciano (Red),44872.0,461.0,4400000,North,97.3
396,Emilia-Romagna,2017,Sangiovese (Red),627770.0,10012.0,4400000,North,62.7
397,Emilia-Romagna,2017,Nebbiolo (Red),29667.0,626.0,4400000,North,47.4
398,Emilia-Romagna,2017,Glera (Prosecco/Sparkling),78012.0,782.0,4400000,North,99.8
399,Emilia-Romagna,2017,Pinot Grigio (White),35970.0,443.0,4400000,North,81.2
400,Emilia-Romagna,2017,Primitivo (Red),32916.0,513.0,4400000,North,64.2
401,Emilia-Romagna,2017,Montepulciano (Red),34261.0,546.0,4400000,North,62.7
402,Emilia-Romagna,2018,Sangiovese (Red),354079.0,7224.0,4400000,North,49.0
403,Emilia-Romagna,2018,Nebbiolo (Red),29001.0,577.0,4400000,North,50.3
404,Emilia-Romagna,2018,Glera (Prosecco/Sparkling),65839.0,875.0,4400000,North,75.2
405,Emilia-Romagna,2018,Pinot Grigio (White),34604.0,368.0,4400000,North,94.0
406,Emilia-Romagna,2018,Primitivo (Red),278349.9788125404,624.0,4400000,North,65.6
407,emilia-romagna,2018,Montepulciano (Red),43092.0,549.0,4400000,North,78.5
408,Emilia-Romagna,2019,Sangiovese (Red),514828.0,7714.0,4400000,North,66.7
409,Emilia-Romagna,2019,Nebbiolo (Red),30632.0,528.0,4400000,North,
410,Emilia-Romagna,2019,Glera (Prosecco/Sparkling),81902.0,,4400000,North,122.6
411,Emilia-Romagna,2019,Pinot Grigio (White),53293.0,564.0,4400000,North,94.5
412,Emilia-Romagna,2019,Primitivo (Red),38180.0,590.0,4400000,North,64.7
413,Emilia-Romagna,2019,Montepulciano (Red),38001.0,432.0,4400000,North,88.0
414,Emilia-Romagna,2020,Sangiovese (Red),557542.0,8244.0,4400000,North,67.6
415,Emilia-Romagna,2020,Nebbiolo (Red),32608.0,591.0,4400000,North,55.2
416,Emilia-Romagna,2020,Glera (Prosecco/Sparkling),77317.0,636.0,4400000,North,121.6
417,Emilia-Romagna,2020,Pinot Grigio (White),66032.0,690.0,4400000,North,95.7
418,Emilia-Romagna,2020,Primitivo (Red),44651.0,,4400000,North,87.4
419,Emilia-Romagna,2020,Montepulciano (Red),36011.0,482.0,4400000,North,74.7
420,Emilia-Romagna,2021,Sangiovese (Red),296490.0,5544.0,4400000,North,53.5
421,Emilia-Romagna,2021,Nebbiolo (Red),,400.0,4400000,North,55.8
422,Emilia-Romagna,2021,Glera (Prosecco/Sparkling),52426.0,557.0,4400000,North,94.1
423,Emilia-Romagna,2021,Pinot Grigio (White),46479.0,,4400000,North,83.0
424,Emilia-Romagna,2021,Primitivo (Red),40014.0,420.0,4400000,North,
425,Emilia-Romagna,2021,Montepulciano (Red),50537.0,525.0,4400000,North,96.3
426,Emilia-Romagna,2022,Sangiovese (Red),268048.0,5171.0,4400000,North,51.8
427,Emilia-Romagna,2022,Nebbiolo (Red),44707.0,866.0,4400000,North,51.6
428,Emilia-Romagna,2022,Glera (Prosecco/Sparkling),105691.0,879.0,4400000,North,120.2
429,Emilia-Romagna,2022,Pinot Grigio (White),,528.0,4400000,North,93.9
430,Emilia-Romagna,2022,Primitivo (Red),30439.0,420.0,4400000,North,72.5
431,Emilia-Romagna,2022,Montepulciano (Red),29386.0,391.0,4400000,North,75.2
432,Emilia-Romagna,2023,Sangiovese (Red),495175.0,7843.0,4400000,North,63.1
433,Emilia-Romagna,2023,Nebbiolo (Red),28909.0,684.0,4400000,North,
434,Emilia-Romagna,2023,glera (prosecco/sparkling),42225.0,495.0,4400000,North,85.3
435,Emilia-Romagna,2023,Pinot Grigio (White),,395.0,4400000,North,77.5
436,emilia-romagna,2023,Primitivo (Red),28106.0,447.0,4400000,North,62.9
437,Emilia-Romagna,2023,Montepulciano (Red),47611.0,708.0,4400000,North,67.2
438,Emilia-Romagna,2024,sangiovese (red),539922.0,,4400000,North,61.6
439,Emilia-Romagna,2024,Nebbiolo (Red),36341.0,728.0,4400000,North,49.9
440,Emilia-Romagna,2024,Glera (Prosecco/Sparkling),60308.0,591.0,4400000,North,102.0
441,Emilia-Romagna,2024,Pinot Grigio (White),62807.0,722.0,4400000,North,87.0
442,Emilia-Romagna,2024,Primitivo (Red),25992.0,378.0,4400000,North,68.8
443,emilia-romagna,2024,Montepulciano (Red),48748.0,614.0,4400000,North,79.4
444,Emilia-Romagna,2025,sangiovese (red),446890.0,6647.0,4400000,North,67.2
445,Emilia-Romagna,2025,Nebbiolo (Red),31567.0,755.0,4400000,North,41.8
446,Emilia-Romagna,2025,Glera (Prosecco/Sparkling),88178.0,767.0,4400000,North,115.0
447,Emilia-Romagna,2025,Pinot Grigio (White),72770.0,685.0,4400000,North,
448,Emilia-Romagna,2025,primitivo (red),28515.0,455.0,4400000,North,62.7
449,Emilia-Romagna,2025,Montepulciano (Red),44189.0,,4400000,North,85.0
450,Friuli-Venezia Giulia,2011,Sangiovese (Red),19684.0,252.0,1200000,North,78.1
451,Friuli-Venezia Giulia,2011,nebbiolo (red),23388.0,437.0,1200000,North,53.5
452,Friuli-Venezia Giulia,2011,Glera (Prosecco/Sparkling),858984.0,6631.0,1200000,North,129.5
453,Friuli-Venezia Giulia,2011,Pinot Grigio (White),298641.0,3603.0,1200000,North,
454,Friuli-Venezia Giulia,2011,primitivo (red),20012.0,294.0,1200000,North,68.1
455,Friuli-Venezia Giulia,2011,Montepulciano (Red),25027.0,272.0,1200000,North,92.0
456,Friuli-Venezia Giulia,2012,Sangiovese (Red),24940.0,348.0,1200000,North,71.7
457,Friuli-Venezia Giulia,2012,Nebbiolo (Red),9747.0,233.0,1200000,North,41.8
458,Friuli-Venezia Giulia,2012,Glera (Prosecco/Sparkling),984871.0,8562.0,1200000,North,115.0
459,Friuli-Venezia Giulia,2012,Pinot Grigio (White),476102.0,5723.0,1200000,North,83.2
460,Friuli-Venezia Giulia,2012,Primitivo (Red),22749.0,341.0,1200000,North,
461,Friuli-Venezia Giulia,2012,Montepulciano (Red),20938.0,244.0,1200000,North,85.8
462,friuli-venezia giulia,2013,Sangiovese (Red),,269.0,1200000,North,74.9
463,Friuli-Venezia Giulia,2013,Nebbiolo (Red),10568.0,258.0,1200000,North,41.0
464,Friuli-Venezia Giulia,2013,Glera (Prosecco/Sparkling),888801.0,7957.0,1200000,North,111.7
465,Friuli-Venezia Giulia,2013,Pinot Grigio (White),403424.0,4373.0,1200000,North,92.3
466,Friuli-Venezia Giulia,2013,Primitivo (Red),25696.0,349.0,1200000,North,73.6
467,Friuli-Venezia Giulia,2013,Montepulciano (Red),17275.0,227.0,1200000,North,76.1
468,Friuli-Venezia Giulia,2014,Sangiovese (Red),11671.0,169.0,1200000,North,69.1
469,Friuli-Venezia Giulia,2014,Nebbiolo (Red),20917.0,494.0,1200000,North,42.3
470,Friuli-Venezia Giulia,2014,glera (prosecco/sparkling),800572.0,,1200000,North,120.1
471,Friuli-Venezia Giulia,2014,Pinot Grigio (White),475564.0,5025.0,1200000,North,94.6
472,Friuli-Venezia Giulia,2014,Primitivo (Red),23566.0,318.0,1200000,North,74.1
473,Friuli-Venezia Giulia,2014,Montepulciano (Red),31939.0,351.0,1200000,North,91.0
474,friuli-venezia giulia,2015,Sangiovese (Red),16860.0,286.0,1200000,North,59.0
475,Friuli-Venezia Giulia,2015,Nebbiolo (Red),14132.0,259.0,1200000,North,54.6
476,Friuli-Venezia Giulia,2015,Glera (Prosecco/Sparkling),828617.0,7162.0,1200000,North,115.7
477,Friuli-Venezia Giulia,2015,Pinot Grigio (White),758018.0,8713.0,1200000,North,87.0
478,Friuli-Venezia Giulia,2015,Primitivo (Red),,314.0,1200000,North,63.2
479,Friuli-Venezia Giulia,2015,Montepulciano (Red),19895.0,265.0,1200000,North,75.1
480,Friuli-Venezia Giulia,2016,sangiovese (red),24510.0,354.0,1200000,North,69.2
481,Friuli-Venezia Giulia,2016,Nebbiolo (Red),7879.0,176.0,1200000,North,
482,Friuli-Venezia Giulia,2016,Glera (Prosecco/Sparkling),699105.0,6457.0,1200000,North,108.3
483,Friuli-Venezia Giulia,2016,Pinot Grigio (White),461892.0,5985.0,1200000,North,77.2
484,Friuli-Venezia Giulia,2016,primitivo (red),24402.0,276.0,1200000,North,88.4
485,Friuli-Venezia Giulia,2016,Montepulciano (Red),20546.0,254.0,1200000,North,80.9
486,Friuli-Venezia Giulia,2017,Sangiovese (Red),102120.78252926207,281.0,1200000,North,53.5
487,Friuli-Venezia Giulia,2017,Nebbiolo (Red),13285.0,353.0,1200000,North,37.6
488,Friuli-Venezia Giulia,2017,Glera (Prosecco/Sparkling),952876.0,8751.0,1200000,North,108.9
489,Friuli-Venezia Giulia,2017,Pinot Grigio (White),569027.0,5674.0,1200000,North,100.3
490,Friuli-Venezia Giulia,2017,Primitivo (Red),12807.0,205.0,1200000,North,62.5
491,Friuli-Venezia Giulia,2017,montepulciano (red),30491.0,436.0,1200000,North,69.9
492,Friuli-Venezia Giulia,2018,Sangiovese (Red),10935.0,247.0,1200000,North,44.3
493,Friuli-Venezia Giulia,2018,Nebbiolo (Red),15846.0,360.0,1200000,North,44.0
494,Friuli-Venezia Giulia,2018,Glera (Prosecco/Sparkling),523751.0,4668.0,1200000,North,112.2
495,Friuli-Venezia Giulia,2018,Pinot Grigio (White),348358.0,3884.0,1200000,North,89.7
496,Friuli-Venezia Giulia,2018,Primitivo (Red),28104.0,382.0,1200000,North,
497,Friuli-Venezia Giulia,2018,Montepulciano (Red),18273.0,216.0,1200000,North,84.6
498,Friuli-Venezia Giulia,2019,Sangiovese (Red),23450.0,298.0,1200000,North,78.7
499,Friuli-Venezia Giulia,2019,nebbiolo (red),9667.0,264.0,1200000,North,36.6
500,Friuli-Venezia Giulia,2019,Glera (Prosecco/Sparkling),868620.0,7092.0,1200000,North,122.5
501,Friuli-Venezia Giulia,2019,Pinot Grigio (White),282031.0,3282.0,1200000,North,85.9
502,Friuli-Venezia Giulia,2019,Primitivo (Red),35330.0,508.0,1200000,North,69.5
503,Friuli-Venezia Giulia,2019,Montepulciano (Red),32455.0,349.0,1200000,North,93.0
504,Friuli-Venezia Giulia,2020,Sangiovese (Red),17632.0,299.0,1200000,North,
505,Friuli-Venezia Giulia,2020,Nebbiolo (Red),19134.0,338.0,1200000,North,56.6
506,friuli-venezia giulia,2020,Glera (Prosecco/Sparkling),765089.0,6818.0,1200000,North,112.2
507,Friuli-Venezia Giulia,2020,Pinot Grigio (White),404331.0,3926.0,1200000,North,103.0
508,Friuli-Venezia Giulia,2020,Primitivo (Red),29638.0,429.0,1200000,North,
509,Friuli-Venezia Giulia,2020,Montepulciano (Red),21046.0,261.0,1200000,North,80.6
510,Friuli-Venezia Giulia,2021,Sangiovese (Red),27946.0,395.0,1200000,North,70.7
511,Friuli-Venezia Giulia,2021,Nebbiolo (Red),19585.0,359.0,1200000,North,54.6
512,Friuli-Venezia Giulia,2021,Glera (Prosecco/Sparkling),,7719.0,1200000,North,107.0
513,Friuli-Venezia Giulia,2021,Pinot Grigio (White),611125.0,5977.0,1200000,North,102.2
514,Friuli-Venezia Giulia,2021,Primitivo (Red),24505.0,294.0,1200000,North,83.4
515,Friuli-Venezia Giulia,2021,Montepulciano (Red),47170.0,,1200000,North,103.0
516,Friuli-Venezia Giulia,2022,Sangiovese (Red),24722.0,336.0,1200000,North,73.6
517,Friuli-Venezia Giulia,2022,Nebbiolo (Red),16150.0,344.0,1200000,North,46.9
518,Friuli-Venezia Giulia,2022,Glera (Prosecco/Sparkling),517558.0,5990.0,1200000,North,86.4
519,Friuli-Venezia Giulia,2022,Pinot Grigio (White),508337.0,5557.0,1200000,North,91.5
520,Friuli-Venezia Giulia,2022,Primitivo (Red),23565.0,325.0,1200000,North,72.5
521,Friuli-Venezia Giulia,2022,Montepulciano (Red),21273.0,226.0,1200000,North,94.1
522,Friuli-Venezia Giulia,2023,Sangiovese (Red),17471.0,322.0,1200000,North,54.3
523,Friuli-Venezia Giulia,2023,Nebbiolo (Red),16437.0,436.0,1200000,North,37.7
524,Friuli-Venezia Giulia,2023,Glera (Prosecco/Sparkling),913631.0,8950.0,1200000,North,102.1
525,friuli-venezia giulia,2023,Pinot Grigio (White),,6022.0,1200000,North,72.3
526,Friuli-Venezia Giulia,2023,Primitivo (Red),20247.0,374.0,1200000,North,54.1
527,Friuli-Venezia Giulia,2023,Montepulciano (Red),18259.0,344.0,1200000,North,53.1
528,Friuli-Venezia Giulia,2024,Sangiovese (Red),27516.0,350.0,1200000,North,78.6
529,Friuli-Venezia Giulia,2024,Nebbiolo (Red),8226.0,170.0,1200000,North,48.4
530,Friuli-Venezia Giulia,2024,Glera (Prosecco/Sparkling),1147915.0,10019.0,1200000,North,114.6
531,Friuli-Venezia Giulia,2024,Pinot Grigio (White),406610.0,4290.0,1200000,North,94.8
532,Friuli-Venezia Giulia,2024,Primitivo (Red),21617.0,321.0,1200000,North,67.3
533,Friuli-Venezia Giulia,2024,Montepulciano (Red),,356.0,1200000,North,71.0
534,Friuli-Venezia Giulia,2025,sangiovese (red),14876.0,217.0,1200000,North,68.6
535,Friuli-Venezia Giulia,2025,Nebbiolo (Red),17024.0,308.0,1200000,North,
536,Friuli-Venezia Giulia,2025,Glera (Prosecco/Sparkling),848129.0,7201.0,1200000,North,117.8
537,Friuli-Venezia Giulia,2025,Pinot Grigio (White),239494.0,3034.0,1200000,North,
538,Friuli-Venezia Giulia,2025,Primitivo (Red),29732.0,415.0,1200000,North,71.6
539,Friuli-Venezia Giulia,2025,Montepulciano (Red),16975.0,265.0,1200000,North,64.1
540,Lazio,2011,Sangiovese (Red),224555.0,3099.0,5700000,Center,72.5
541,Lazio,2011,Nebbiolo (Red),11282.0,255.0,5700000,Center,44.2
542,Lazio,2011,Glera (Prosecco/Sparkling),16269.0,,5700000,Center,125.1
543,Lazio,2011,Pinot Grigio (White),16981.0,208.0,5700000,Center,81.6
544,lazio,2011,primitivo (red),13339.0,174.0,5700000,Center,76.7
545,Lazio,2011,Montepulciano (Red),31055.0,299.0,5700000,Center,
546,lazio,2012,Sangiovese (Red),250646.0,3594.0,5700000,Center,69.7
547,Lazio,2012,Nebbiolo (Red),9930.0,182.0,5700000,Center,54.6
548,Lazio,2012,Glera (Prosecco/Sparkling),21121.0,202.0,5700000,Center,104.6
549,Lazio,2012,Pinot Grigio (White),24011.0,248.0,5700000,Center,96.8
550,Lazio,2012,Primitivo (Red),,138.0,5700000,Center,73.3
551,Lazio,2012,Montepulciano (Red),12463.0,149.0,5700000,Center,83.6
552,Lazio,2013,Sangiovese (Red),318501.0,4547.0,5700000,Center,70.0
553,lazio,2013,Nebbiolo (Red),10482.0,206.0,5700000,Center,50.9
554,Lazio,2013,Glera (Prosecco/Sparkling),28193.0,241.0,5700000,Center,117.0
555,Lazio,2013,Pinot Grigio (White),,251.0,5700000,Center,87.0
556,Lazio,2013,Primitivo (Red),24444.0,275.0,5700000,Center,88.9
557,Lazio,2013,Montepulciano (Red),8570.0,117.0,5700000,Center,73.2
558,Lazio,2014,Sangiovese (Red),151540.0,2980.0,5700000,Center,50.9
559,Lazio,2014,Nebbiolo (Red),12602.0,268.0,5700000,Center,47.0
560,Lazio,2014,Glera (Prosecco/Sparkling),23104.0,223.0,5700000,Center,103.6
561,Lazio,2014,Pinot Grigio (White),11811.0,132.0,5700000,Center,89.5
562,Lazio,2014,Primitivo (Red),17826.0,196.0,5700000,Center,90.9
563,Lazio,2014,Montepulciano (Red),21154.0,228.0,5700000,Center,92.8
564,Lazio,2015,Sangiovese (Red),159367.0,2364.0,5700000,Center,67.4
565,Lazio,2015,Nebbiolo (Red),9624.0,198.0,5700000,Center,48.6
566,Lazio,2015,Glera (Prosecco/Sparkling),19897.0,185.0,5700000,Center,107.6
567,Lazio,2015,Pinot Grigio (White),18084.0,206.0,5700000,Center,87.8
568,Lazio,2015,Primitivo (Red),,243.0,5700000,Center,67.8
569,Lazio,2015,Montepulciano (Red),13407.0,158.0,5700000,Center,84.9
570,Lazio,2016,Sangiovese (Red),82522.0,1145.0,5700000,Center,72.1
571,Lazio,2016,Nebbiolo (Red),10365.0,214.0,5700000,Center,48.4
572,Lazio,2016,Glera (Prosecco/Sparkling),17828.0,172.0,5700000,Center,103.7
573,Lazio,2016,Pinot Grigio (White),13967.0,146.0,5700000,Center,95.7
574,Lazio,2016,Primitivo (Red),17026.0,228.0,5700000,Center,74.7
575,Lazio,2016,Montepulciano (Red),82317.76394336537,148.0,5700000,Center,81.8
576,Lazio,2017,Sangiovese (Red),129475.0,2620.0,5700000,Center,49.4
577,Lazio,2017,Nebbiolo (Red),12611.0,231.0,5700000,Center,
578,Lazio,2017,Glera (Prosecco/Sparkling),28096.0,273.0,5700000,Center,102.9
579,Lazio,2017,Pinot Grigio (White),19103.0,200.0,5700000,Center,95.5
580,Lazio,2017,Primitivo (Red),5196.0,136.0,5700000,Center,38.2
581,lazio,2017,Montepulciano (Red),16216.0,174.0,5700000,Center,93.2
582,Lazio,2018,Sangiovese (Red),257494.0,,5700000,Center,81.5
583,Lazio,2018,Nebbiolo (Red),12892.0,267.0,5700000,Center,48.3
584,Lazio,2018,Glera (Prosecco/Sparkling),21186.0,,5700000,Center,100.4
585,Lazio,2018,Pinot Grigio (White),21319.0,259.0,5700000,Center,82.3
586,Lazio,2018,Primitivo (Red),16873.0,232.0,5700000,Center,72.7
587,Lazio,2018,Montepulciano (Red),16220.0,180.0,5700000,Center,90.1
588,Lazio,2019,Sangiovese (Red),237552.0,3690.0,5700000,Center,
589,Lazio,2019,Nebbiolo (Red),7483.0,156.0,5700000,Center,48.0
590,Lazio,2019,Glera (Prosecco/Sparkling),31440.0,254.0,5700000,Center,123.8
591,Lazio,2019,Pinot Grigio (White),10488.0,114.0,5700000,Center,92.0
592,Lazio,2019,Primitivo (Red),26348.0,311.0,5700000,Center,84.7
593,Lazio,2019,Montepulciano (Red),19856.0,239.0,5700000,Center,83.1
594,Lazio,2020,Sangiovese (Red),207295.0,3560.0,5700000,Center,
595,Lazio,2020,Nebbiolo (Red),11969.0,261.0,5700000,Center,45.9
596,Lazio,2020,Glera (Prosecco/Sparkling),24291.0,231.0,5700000,Center,105.2
597,Lazio,2020,Pinot Grigio (White),19424.0,199.0,5700000,Center,97.6
598,Lazio,2020,Primitivo (Red),18113.0,277.0,5700000,Center,65.4
599,Lazio,2020,Montepulciano (Red),18269.0,209.0,5700000,Center,87.4
600,Lazio,2021,Sangiovese (Red),221227.0,3224.0,5700000,Center,68.6
601,Lazio,2021,Nebbiolo (Red),13238.0,240.0,5700000,Center,
602,Lazio,2021,glera (prosecco/sparkling),29117.0,239.0,5700000,Center,
603,Lazio,2021,Pinot Grigio (White),17640.0,202.0,5700000,Center,87.3
604,Lazio,2021,Primitivo (Red),16287.0,209.0,5700000,Center,77.9
605,Lazio,2021,Montepulciano (Red),15554.0,171.0,5700000,Center,91.0
606,Lazio,2022,Sangiovese (Red),246036.0,3257.0,5700000,Center,
607,Lazio,2022,Nebbiolo (Red),7491.0,196.0,5700000,Center,38.2
608,Lazio,2022,Glera (Prosecco/Sparkling),12940.0,126.0,5700000,Center,102.7
609,Lazio,2022,pinot grigio (white),16288.0,163.0,5700000,Center,99.9
610,Lazio,2022,Primitivo (Red),17742.0,,5700000,Center,79.9
611,Lazio,2022,Montepulciano (Red),13428.0,166.0,5700000,Center,80.9
612,Lazio,2023,Sangiovese (Red),214390.0,4338.0,5700000,Center,49.4
613,Lazio,2023,Nebbiolo (Red),5889.0,132.0,5700000,Center,44.6
614,Lazio,2023,Glera (Prosecco/Sparkling),,305.0,5700000,Center,87.7
615,Lazio,2023,Pinot Grigio (White),13460.0,210.0,5700000,Center,64.1
616,Lazio,2023,primitivo (red),10198.0,165.0,5700000,Center,61.8
617,Lazio,2023,Montepulciano (Red),14062.0,192.0,5700000,Center,73.2
618,Lazio,2024,Sangiovese (Red),205811.0,3795.0,5700000,Center,54.2
619,Lazio,2024,Nebbiolo (Red),4717.0,97.0,5700000,Center,48.6
620,Lazio,2024,Glera (Prosecco/Sparkling),36674.0,327.0,5700000,Center,112.2
621,Lazio,2024,Pinot Grigio (White),23491.0,243.0,5700000,Center,
622,Lazio,2024,Primitivo (Red),16604.0,228.0,5700000,Center,72.8
623,Lazio,2024,Montepulciano (Red),12975.0,150.0,5700000,Center,86.5
624,Lazio,2025,Sangiovese (Red),247566.0,3866.0,5700000,Center,64.0
625,Lazio,2025,nebbiolo (red),9345.0,196.0,5700000,Center,47.7
626,Lazio,2025,Glera (Prosecco/Sparkling),26683.0,245.0,5700000,Center,108.9
627,Lazio,2025,Pinot Grigio (White),19031.0,202.0,5700000,Center,94.2
628,Lazio,2025,Primitivo (Red),17221.0,,5700000,Center,72.7
629,Lazio,2025,Montepulciano (Red),18577.0,233.0,5700000,Center,79.7
630,Liguria,2011,Sangiovese (Red),1594.0,,1500000,North,
631,Liguria,2011,Nebbiolo (Red),465.0,,1500000,North,46.5
632,Liguria,2011,Glera (Prosecco/Sparkling),1457.0,15.0,1500000,North,
633,Liguria,2011,Pinot Grigio (White),2177.0,22.0,1500000,North,99.0
634,Liguria,2011,Primitivo (Red),1469.0,,1500000,North,73.4
635,Liguria,2011,Montepulciano (Red),1767.0,22.0,1500000,North,
636,Liguria,2012,Sangiovese (Red),1337.0,,1500000,North,
637,Liguria,2012,Nebbiolo (Red),1076.0,20.0,1500000,North,53.8
638,Liguria,2012,Glera (Prosecco/Sparkling),3016.0,26.0,1500000,North,116.0
639,Liguria,2012,Pinot Grigio (White),2571.0,22.0,1500000,North,
640,Liguria,2012,Primitivo (Red),994.0,17.0,1500000,North,58.5
641,Liguria,2012,Montepulciano (Red),2095.0,,1500000,North,87.3
642,Liguria,2013,Sangiovese (Red),2114.0,28.0,1500000,North,75.5
643,Liguria,2013,Nebbiolo (Red),726.0,14.0,1500000,North,51.9
644,Liguria,2013,Glera (Prosecco/Sparkling),1797.0,18.0,1500000,North,99.8
645,Liguria,2013,Pinot Grigio (White),2011.0,22.0,1500000,North,91.4
646,Liguria,2013,Primitivo (Red),1805.0,20.0,1500000,North,90.2
647,Liguria,2013,Montepulciano (Red),1496.0,18.0,1500000,North,83.1
648,Liguria,2014,Sangiovese (Red),970.0,15.0,1500000,North,64.7
649,Liguria,2014,Nebbiolo (Red),640.0,17.0,1500000,North,37.6
650,Liguria,2014,Glera (Prosecco/Sparkling),8902.523798052393,,1500000,North,119.1
651,Liguria,2014,Pinot Grigio (White),1531.0,,1500000,North,90.1
652,Liguria,2014,Primitivo (Red),1296.0,19.0,1500000,North,68.2
653,Liguria,2014,Montepulciano (Red),2358.0,21.0,1500000,North,112.3
654,Liguria,2015,Sangiovese (Red),1196.0,17.0,1500000,North,70.4
655,Liguria,2015,Nebbiolo (Red),740.0,15.0,1500000,North,49.3
656,Liguria,2015,Glera (Prosecco/Sparkling),,,1500000,North,110.2
657,Liguria,2015,Pinot Grigio (White),1419.0,17.0,1500000,North,83.5
658,Liguria,2015,Primitivo (Red),4539.6075550374035,11.0,1500000,North,60.7
659,Liguria,2015,Montepulciano (Red),,22.0,1500000,North,100.3
660,liguria,2016,Sangiovese (Red),1058.0,16.0,1500000,North,66.1
661,Liguria,2016,Nebbiolo (Red),943.0,21.0,1500000,North,44.9
662,Liguria,2016,Glera (Prosecco/Sparkling),,24.0,1500000,North,99.3
663,Liguria,2016,Pinot Grigio (White),1303.0,15.0,1500000,North,86.9
664,Liguria,2016,Primitivo (Red),1286.0,,1500000,North,75.6
665,Liguria,2016,Montepulciano (Red),1916.0,23.0,1500000,North,83.3
666,Liguria,2017,Sangiovese (Red),,14.0,1500000,North,67.1
667,Liguria,2017,Nebbiolo (Red),,,1500000,North,45.0
