,Region,Year,CropType,Production_Tonnes,Area_Hectares,Population,Area,Yield_Tonnes_per_Hectare
574,Donetsk Oblast,2018,Wheat,171393.0,43156.0,4059000,East,3.9714755769765504
575,Donetsk Oblast,2018,Barley,85629.0,27526.0,4059000,East,3.1108406597398823
576,Donetsk Oblast,2018,Corn,170508.0,32265.0,4059000,East,5.284611808461181
577,Donetsk Oblast,2018,Sunflower,149007.0,44278.0,4059000,East,3.3652604001987445
578,Donetsk Oblast,2018,rye,120928.0,38432.0,4059000,East,3.1465445462114903
579,Donetsk Oblast,2018,soybean,125916.0,38090.0,4059000,East,3.3057495405618273
580,Donetsk Oblast,2018,potatoes,232117.0,25132.0,4059000,East,9.235914372115232
581,Donetsk Oblast,2019,Wheat,182288.0,32505.0,4059000,East,5.607998769420089
582,Donetsk Oblast,2019,Barley,181756.0,40083.0,4059000,East,4.534490931317516
583,Donetsk Oblast,2019,Corn,336816.0,51145.0,4059000,East,6.585511780232672
584,Donetsk Oblast,2019,Sunflower,57601.0,29087.0,4059000,East,1.9803004778767146
585,Donetsk Oblast,2019,Rye,119278.0,49374.0,4059000,East,2.415805889739539
586,Donetsk Oblast,2019,Soybean,99500.0,43759.0,4059000,East,2.2738179574487534
587,Donetsk Oblast,2019,Potatoes,656897.0,33628.0,4059000,East,
588,Donetsk Oblast,2020,Wheat,144537.0,44919.0,4059000,East,3.217725238763107
589,Donetsk Oblast,2020,Barley,74455.0,27548.0,4059000,East,2.70273704080151
590,Donetsk Oblast,2020,corn,237921.0,,4059000,East,7.052645620275678
591,Donetsk Oblast,2020,Sunflower,38426.0,19543.0,4059000,East,1.966228317044466
592,Donetsk Oblast,2020,Rye,162555.0,57318.0,4059000,East,2.836020098398409
593,donetsk reg.,2020,Soybean,81862.0,,4059000,East,1.8720728137577753
594,Donetsk Oblast,2020,Potatoes,527039.0,43126.0,4059000,East,12.22091081945926
595,Donetsk Oblast,2021,Wheat,167457.0,45781.0,4059000,East,3.6577837967715863
596,Donetsk Oblast,2021,Barley,89826.0,29376.0,4059000,East,3.0578022875816995
597,Donetsk Oblast,2021,Corn,264154.0,34569.0,4059000,East,7.641354971216987
598,Donetsk Oblast,2021,Sunflower,91536.0,48872.0,4059000,East,1.8729743002128008
599,Donetsk Oblast,2021,Rye,,36332.0,4059000,East,2.920593416272157
600,Donetsk Oblast,2021,Soybean,97712.0,37207.0,4059000,East,2.6261724944230926
601,Donetsk Oblast,2021,Potatoes,935672.0,41964.0,4059000,East,22.297016490325042
602,donetsk reg.,2022,Wheat,145127.0,30307.0,4059000,East,4.788563698155541
603,Donetsk Oblast,2022,Barley,109361.0,34830.0,4059000,East,3.139850703416595
604,Donetsk Oblast,2022,Corn,252578.0,36141.0,4059000,East,6.988683212971417
605,Donetsk Oblast,2022,Sunflower,73575.0,28983.0,4059000,East,2.5385570851878687
606,Donetsk Oblast,2022,Rye,129549.0,37455.0,4059000,East,3.45879054865839
607,Donetsk Oblast,2022,Soybean,47903.0,33679.0,4059000,East,1.422340330769916
608,donetsk reg.,2022,Potatoes,240820.0,14887.0,4059000,East,16.1765298582656
609,Donetsk Oblast,2023,Wheat,138503.0,28890.0,4059000,East,4.794150224991347
610,Donetsk Oblast,2023,Barley,145636.0,40142.0,4059000,East,3.628020527128693
611,Donetsk Oblast,2023,Corn,172758.0,29361.0,4059000,East,5.883927659139675
612,Donetsk Oblast,2023,Sunflower,114172.0,52588.0,4059000,East,2.1710656423518673
613,Donetsk Oblast,2023,Rye,77633.0,22687.0,4059000,East,
614,Donetsk Oblast,2023,Soybean,96891.0,40576.0,4059000,East,2.3878893927444795
615,Donetsk Oblast,2023,Potatoes,591197.0,37825.0,4059000,East,15.629795109054857
616,Donetsk Oblast,2024,Wheat,127470.0,30635.0,4059000,East,4.160927044230456
617,Donetsk Oblast,2024,Barley,128226.0,35475.0,4059000,East,3.6145454545454547
618,Donetsk Oblast,2024,Corn,213740.0,47699.0,4059000,East,4.481016373508878
619,Donetsk Oblast,2024,Sunflower,40061.0,,4059000,East,2.3503080082135526
620,Donetsk Oblast,2024,Rye,131369.0,45460.0,4059000,East,2.8897712274527056
621,Donetsk Oblast,2024,soybean,1180838.6820865662,45924.0,4059000,East,2.733712220189879
622,Donetsk Oblast,2024,Potatoes,738541.0,42749.0,4059000,East,17.27621698753187
623,Donetsk Oblast,2025,Wheat,114275.0,27736.0,4059000,East,4.120096625324488
624,Donetsk Oblast,2025,Barley,159206.0,49324.0,4059000,East,3.2277593058146135
625,Donetsk Oblast,2025,Corn,238900.0,37300.0,4059000,East,6.404825737265416
626,Donetsk Oblast,2025,Sunflower,76602.0,33838.0,4059000,East,2.263786275784621
627,Donetsk Oblast,2025,Rye,114231.0,37940.0,4059000,East,3.0108328940432263
628,Donetsk Oblast,2025,Soybean,102135.0,44989.0,4059000,East,2.270221609726822
629,Donetsk Oblast,2025,Potatoes,734717.0,44746.0,4059000,East,16.41972466812676
630,Ivano-Frankivsk Oblast,2011,Wheat,126741.0,23168.0,1351000,West,5.470519682320442
631,Ivano-Frankivsk Oblast,2011,Barley,36264.0,11615.0,1351000,West,3.122169608265174
632,Ivano-Frankivsk Oblast,2011,corn,84564.0,17264.0,1351000,West,4.898285449490269
633,Ivano-Frankivsk Oblast,2011,Sunflower,69156.0,26002.0,1351000,West,2.659641566033382
634,Ivano-Frankivsk Oblast,2011,Rye,64001.0,23568.0,1351000,West,2.715588934147997
635,Ivano-Frankivsk Oblast,2011,Soybean,55686.0,25704.0,1351000,West,
636,Ivano-Frankivsk Oblast,2011,Potatoes,458610.0,21345.0,1351000,West,21.48559381588194
637,Ivano-Frankivsk Oblast,2012,Wheat,117836.0,23898.0,1351000,West,4.930789187379697
638,Ivano-Frankivsk Oblast,2012,Barley,114828.0,31891.0,1351000,West,3.6006396789062745
639,Ivano-Frankivsk Oblast,2012,Corn,288010.0,,1351000,West,10.531300277899664
640,Ivano-Frankivsk Oblast,2012,Sunflower,32145.0,20504.0,1351000,West,1.5677428794381585
641,Ivano-Frankivsk Oblast,2012,rye,84138.0,28864.0,1351000,West,2.914980598669623
642,Ivano-Frankivsk Oblast,2012,Soybean,104999.0,34342.0,1351000,West,3.0574515170927725
643,Ivano-Frankivsk Oblast,2012,Potatoes,351196.0,17259.0,1351000,West,
644,Ivano-Frankivsk Oblast,2013,Wheat,72144.0,21695.0,1351000,West,3.3253745102558194
645,Ivano-Frankivsk Oblast,2013,Barley,89431.0,26412.0,1351000,West,3.3859987884295015
646,Ivano-Frankivsk Oblast,2013,Corn,218432.0,24156.0,1351000,West,
647,Ivano-Frankivsk Oblast,2013,Sunflower,49011.0,22015.0,1351000,West,2.2262548262548263
648,Ivano-Frankivsk Oblast,2013,Rye,50406.0,18122.0,1351000,West,
649,Ivano-Frankivsk Oblast,2013,Soybean,28168.0,20620.0,1351000,West,1.3660523763336567
650,Ivano-Frankivsk Oblast,2013,Potatoes,266603.0,13146.0,1351000,West,20.28016126578427
651,Ivano-Frankivsk Oblast,2014,Wheat,75795.0,18923.0,1351000,West,4.005443111557364
652,Ivano-Frankivsk Oblast,2014,Barley,61668.0,21648.0,1351000,West,
653,Ivano-Frankivsk Oblast,2014,Corn,254639.0,24031.0,1351000,West,10.59627148266822
654,Ivano-Frankivsk Oblast,2014,Sunflower,50099.0,19505.0,1351000,West,2.568520892078954
655,Ivano-Frankivsk Oblast,2014,Rye,48258.0,16446.0,1351000,West,2.93433053630062
656,Ivano-Frankivsk Oblast,2014,Soybean,68884.0,28575.0,1351000,West,2.4106386701662292
657,Ivano-Frankivsk Oblast,2014,Potatoes,311891.0,19443.0,1351000,West,16.04130021087281
658,Ivano-Frankivsk Oblast,2015,Wheat,33013.0,12081.0,1351000,West,2.7326380266534227
659,Ivano-Frankivsk Oblast,2015,Barley,104685.0,24814.0,1351000,West,4.2187877810913195
660,Ivano-Frankivsk Oblast,2015,Corn,119108.0,17724.0,1351000,West,6.720153464229294
661,Ivano-Frankivsk Oblast,2015,Sunflower,47523.0,23136.0,1351000,West,2.0540715767634854
662,Ivano-Frankivsk Oblast,2015,Rye,46421.0,19717.0,1351000,West,2.354364254196886
663,Ivano-Frankivsk Oblast,2015,Soybean,36124.0,16080.0,1351000,West,2.2465174129353236
664,Ivano-Frankivsk Oblast,2015,Potatoes,343864.0,18862.0,1351000,West,18.230516382143993
665,Ivano-Frankivsk Oblast,2016,Wheat,98292.0,25429.0,1351000,West,3.8653505839789215
666,ivano-frankivsk reg.,2016,Barley,64806.0,15629.0,1351000,West,4.146522490242498
667,Ivano-Frankivsk Oblast,2016,Corn,187767.0,24582.0,1351000,West,7.638393946790335
668,Ivano-Frankivsk Oblast,2016,Sunflower,47916.0,19601.0,1351000,West,2.4445691546349675
669,Ivano-Frankivsk Oblast,2016,Rye,49321.0,20317.0,1351000,West,2.4275729684500664
670,Ivano-Frankivsk Oblast,2016,Soybean,47089.0,20510.0,1351000,West,2.2959044368600683
671,Ivano-Frankivsk Oblast,2016,Potatoes,554771.0,33535.0,1351000,West,16.54304458028925
672,Ivano-Frankivsk Oblast,2017,Wheat,72572.0,22837.0,1351000,West,
673,Ivano-Frankivsk Oblast,2017,Barley,120852.0,29676.0,1351000,West,4.072381722604124
674,Ivano-Frankivsk Oblast,2017,Corn,1668202.8227580131,19356.0,1351000,West,9.162946889853275
675,Ivano-Frankivsk Oblast,2017,sunflower,33316.0,17891.0,1351000,West,1.8621653345257392
676,Ivano-Frankivsk Oblast,2017,Rye,88255.0,32993.0,1351000,West,2.6749613554390326
677,Ivano-Frankivsk Oblast,2017,Soybean,24291.0,11830.0,1351000,West,2.053338968723584
678,Ivano-Frankivsk Oblast,2017,Potatoes,412757.0,31720.0,1351000,West,13.012515762925599
679,Ivano-Frankivsk Oblast,2018,Wheat,84069.0,16212.0,1351000,West,5.18560325684678
680,ivano-frankivsk reg.,2018,Barley,,17808.0,1351000,West,3.1710467205750223
681,Ivano-Frankivsk Oblast,2018,Corn,92915.0,15870.0,1351000,West,5.854757403906742
682,Ivano-Frankivsk Oblast,2018,sunflower,826529.701772898,30744.0,1351000,West,2.858248763986469
683,Ivano-Frankivsk Oblast,2018,Rye,53115.0,21741.0,1351000,West,2.443079895129019
684,Ivano-Frankivsk Oblast,2018,Soybean,92323.0,28781.0,1351000,West,3.2077759633091274
685,Ivano-Frankivsk Oblast,2018,Potatoes,546940.0,,1351000,West,16.613711612648462
686,Ivano-Frankivsk Oblast,2019,Wheat,81870.0,20527.0,1351000,West,3.988405514687972
687,Ivano-Frankivsk Oblast,2019,Barley,73800.0,20815.0,1351000,West,
688,Ivano-Frankivsk Oblast,2019,Corn,127365.0,21424.0,1351000,West,5.944968259895444
689,Ivano-Frankivsk Oblast,2019,Sunflower,28304.0,13116.0,1351000,West,2.157974992375724
690,Ivano-Frankivsk Oblast,2019,Rye,74735.0,28383.0,1351000,West,2.633090230067294
691,Ivano-Frankivsk Oblast,2019,Soybean,22220.0,13411.0,1351000,West,1.6568488554171947
692,Ivano-Frankivsk Oblast,2019,Potatoes,,16163.0,1351000,West,18.428818907381057
693,Ivano-Frankivsk Oblast,2020,Wheat,118809.0,34137.0,1351000,West,3.4803585552333245
694,Ivano-Frankivsk Oblast,2020,Barley,26553.0,11155.0,1351000,West,2.3803675481846707
695,Ivano-Frankivsk Oblast,2020,Corn,65954.0,16356.0,1351000,West,4.032404010760577
696,Ivano-Frankivsk Oblast,2020,sunflower,23639.0,,1351000,West,2.1851543723423923
697,Ivano-Frankivsk Oblast,2020,Rye,38421.0,22057.0,1351000,West,1.7418959967357301
698,Ivano-Frankivsk Oblast,2020,Soybean,14702.0,8056.0,1351000,West,1.8249751737835154
699,Ivano-Frankivsk Oblast,2020,Potatoes,430174.0,24640.0,1351000,West,17.45836038961039
700,Ivano-Frankivsk Oblast,2021,Wheat,62385.0,,1351000,West,
701,Ivano-Frankivsk Oblast,2021,Barley,63919.0,21599.0,1351000,West,2.959349969906014
702,Ivano-Frankivsk Oblast,2021,Corn,167082.0,23201.0,1351000,West,7.201499935347615
703,Ivano-Frankivsk Oblast,2021,Sunflower,49914.0,20694.0,1351000,West,2.4120034792693534
704,Ivano-Frankivsk Oblast,2021,Rye,71883.0,27487.0,1351000,West,2.6151635318514206
705,Ivano-Frankivsk Oblast,2021,Soybean,41635.0,22956.0,1351000,West,1.81368705349364
706,Ivano-Frankivsk Oblast,2021,Potatoes,510033.0,28580.0,1351000,West,17.845801259622114
707,Ivano-Frankivsk Oblast,2022,Wheat,41077.0,12351.0,1351000,West,3.325803578657599
708,Ivano-Frankivsk Oblast,2022,Barley,74619.0,18091.0,1351000,West,4.124647614836106
709,Ivano-Frankivsk Oblast,2022,Corn,242798.0,39833.0,1351000,West,6.095398287851781
710,Ivano-Frankivsk Oblast,2022,Sunflower,54546.0,22594.0,1351000,West,2.414180755952908
711,Ivano-Frankivsk Oblast,2022,Rye,92581.0,26109.0,1351000,West,3.545942012332912
712,Ivano-Frankivsk Oblast,2022,Soybean,50754.0,21836.0,1351000,West,2.3243267997801795
713,Ivano-Frankivsk Oblast,2022,Potatoes,529353.0,30446.0,1351000,West,17.386618931879394
714,Ivano-Frankivsk Oblast,2023,wheat,,26480.0,1351000,West,1.6476586102719033
715,Ivano-Frankivsk Oblast,2023,Barley,111853.0,35451.0,1351000,West,3.1551437195001553
716,Ivano-Frankivsk Oblast,2023,Corn,120737.0,16980.0,1351000,West,7.110541813898704
717,Ivano-Frankivsk Oblast,2023,Sunflower,58031.0,27801.0,1351000,West,2.087370957879213
718,Ivano-Frankivsk Oblast,2023,Rye,81909.0,,1351000,West,3.0565340697066947
719,Ivano-Frankivsk Oblast,2023,Soybean,64877.0,23525.0,1351000,West,2.75778958554729
720,Ivano-Frankivsk Oblast,2023,Potatoes,565638.0,27915.0,1351000,West,20.2628694250403
721,Ivano-Frankivsk Oblast,2024,wheat,120079.0,,1351000,West,4.359692117779472
722,Ivano-Frankivsk Oblast,2024,barley,58922.0,21265.0,1351000,West,2.7708441100399717
723,Ivano-Frankivsk Oblast,2024,Corn,48690.0,12019.0,1351000,West,4.051085780846992
724,Ivano-Frankivsk Oblast,2024,Sunflower,42413.0,19484.0,1351000,West,2.1768117429685896
725,Ivano-Frankivsk Oblast,2024,Rye,659763.9734296624,22596.0,1351000,West,3.1042662418127103
726,Ivano-Frankivsk Oblast,2024,Soybean,49091.0,24651.0,1351000,West,1.9914405095127987
727,Ivano-Frankivsk Oblast,2024,Potatoes,371757.0,20373.0,1351000,West,18.247533500220882
728,Ivano-Frankivsk Oblast,2025,Wheat,43352.0,,1351000,West,3.389788099147705
729,Ivano-Frankivsk Oblast,2025,Barley,91939.0,,1351000,West,2.9220378845664885
730,Ivano-Frankivsk Oblast,2025,Corn,172791.0,27828.0,1351000,West,6.209249676584735
731,Ivano-Frankivsk Oblast,2025,Sunflower,,14270.0,1351000,West,2.2469516468114925
732,Ivano-Frankivsk Oblast,2025,Rye,68524.0,23318.0,1351000,West,2.938673985762072
733,Ivano-Frankivsk Oblast,2025,Soybean,50230.0,19564.0,1351000,West,2.567470864853813
734,Ivano-Frankivsk Oblast,2025,Potatoes,86617.0,4669.0,1351000,West,18.55150995930606
735,Kharkiv Oblast,2011,Wheat,1992958.6209817522,51041.0,2598000,East,4.151270547207147
736,Kharkiv Oblast,2011,Barley,209114.0,76997.0,2598000,East,
737,Kharkiv Oblast,2011,Corn,544035.0,,2598000,East,8.55454745581483
738,Kharkiv Oblast,2011,Sunflower,131795.0,,2598000,East,2.0964098811777245
739,Kharkiv Oblast,2011,Rye,78742.0,28264.0,2598000,East,2.785946787432777
740,Kharkiv Oblast,2011,Soybean,133121.0,53761.0,2598000,East,2.4761630178010083
741,Kharkiv Oblast,2011,Potatoes,,47454.0,2598000,East,18.046128882707464
742,Kharkiv Oblast,2012,Wheat,245914.0,59628.0,2598000,East,4.124136311799826
743,Kharkiv Oblast,2012,Barley,173846.0,43731.0,2598000,East,3.9753492945507762
744,Kharkiv Oblast,2012,Corn,220943.0,41916.0,2598000,East,5.271089798644909
745,Kharkiv Oblast,2012,Sunflower,170953.0,84027.0,2598000,East,2.0345008152141575
746,Kharkiv Oblast,2012,Rye,200849.0,73536.0,2598000,East,2.731301675369887
747,Kharkiv Oblast,2012,Soybean,200083.0,59007.0,2598000,East,3.390834985679665
748,Kharkiv Oblast,2012,Potatoes,1592828.0,76657.0,2598000,East,20.778637306442985
749,Kharkiv Oblast,2013,Wheat,238170.0,71162.0,2598000,East,3.3468705207835643
750,Kharkiv Oblast,2013,Barley,203493.0,59529.0,2598000,East,3.4183843168875674
751,Kharkiv Oblast,2013,Corn,3745738.8509175642,65575.0,2598000,East,6.072969881814716
752,Kharkiv Oblast,2013,Sunflower,134426.0,,2598000,East,
753,Kharkiv Oblast,2013,Rye,41239.0,14684.0,2598000,East,
754,Kharkiv Oblast,2013,Soybean,90076.0,50332.0,2598000,East,1.7896368115711674
755,Kharkiv Oblast,2013,Potatoes,1463661.0,85897.0,2598000,East,17.039721992619068
756,kharkiv reg.,2014,Wheat,207020.0,67020.0,2598000,East,3.0889286780065652
757,Kharkiv Oblast,2014,Barley,195400.0,55526.0,2598000,East,3.519072146381875
758,Kharkiv Oblast,2014,Corn,242352.0,31365.0,2598000,East,7.726829268292683
759,Kharkiv Oblast,2014,Sunflower,195657.0,74564.0,2598000,East,2.6240142696207287
760,Kharkiv Oblast,2014,Rye,149108.0,41175.0,2598000,East,3.621323618700668
761,Kharkiv Oblast,2014,Soybean,135262.0,58155.0,2598000,East,2.325887713868111
762,Kharkiv Oblast,2014,Potatoes,797356.0,45533.0,2598000,East,17.511606966376036
763,Kharkiv Oblast,2015,Wheat,,31915.0,2598000,East,4.095190349365502
764,Kharkiv Oblast,2015,Barley,141271.0,52257.0,2598000,East,2.7033890196528696
765,Kharkiv Oblast,2015,Corn,198084.0,68656.0,2598000,East,2.8851666278256816
766,Kharkiv Oblast,2015,Sunflower,133538.0,60842.0,2598000,East,2.194832517011275
767,Kharkiv Oblast,2015,Rye,,82339.0,2598000,East,2.9081480222009013
768,Kharkiv Oblast,2015,Soybean,183926.0,66662.0,2598000,East,2.759083135819507
769,Kharkiv Oblast,2015,Potatoes,921980.0,49631.0,2598000,East,18.576696016602526
770,Kharkiv Oblast,2016,Wheat,292893.0,55904.0,2598000,East,5.239213651974814
771,Kharkiv Oblast,2016,Barley,194231.0,78032.0,2598000,East,2.4891198482673773
772,Kharkiv Oblast,2016,Corn,427294.0,62234.0,2598000,East,
773,Kharkiv Oblast,2016,Sunflower,40860.0,21221.0,2598000,East,1.9254512039960416
774,Kharkiv Oblast,2016,Rye,113700.0,57471.0,2598000,East,1.9783891005898626
775,Kharkiv Oblast,2016,Soybean,119327.0,,2598000,East,2.3794017946161516
776,Kharkiv Oblast,2016,Potatoes,1158162.0,61960.0,2598000,East,18.69209167204648
777,Kharkiv Oblast,2017,Wheat,182775.0,52522.0,2598000,East,3.4799702981607705
778,Kharkiv Oblast,2017,Barley,,54191.0,2598000,East,3.109353951763208
779,Kharkiv Oblast,2017,Corn,520488.0,,2598000,East,8.619491595594933
780,Kharkiv Oblast,2017,sunflower,179452.0,65112.0,2598000,East,2.7560511119302125
781,Kharkiv Oblast,2017,Rye,126378.0,39196.0,2598000,East,3.2242575773038067
782,Kharkiv Oblast,2017,Soybean,144261.0,54786.0,2598000,East,2.6331727083561494
783,Kharkiv Oblast,2017,Potatoes,1159513.0,58385.0,2598000,East,19.859775627301534
784,Kharkiv Oblast,2018,Wheat,250504.0,44168.0,2598000,East,5.6716174606049625
785,Kharkiv Oblast,2018,Barley,214185.0,58669.0,2598000,East,3.650735482111507
786,Kharkiv Oblast,2018,Corn,562754.0,86442.0,2598000,East,6.510191804909651
787,Kharkiv Oblast,2018,sunflower,,,2598000,East,2.0529392747454067
788,Kharkiv Oblast,2018,Rye,81581.0,22873.0,2598000,East,3.5666943557906703
789,Kharkiv Oblast,2018,Soybean,97422.0,,2598000,East,1.7839263152112212
790,Kharkiv Oblast,2018,Potatoes,1163802.0,58880.0,2598000,East,19.765658967391303
791,Kharkiv Oblast,2019,Wheat,,58959.0,2598000,East,4.265472616564053
792,kharkiv reg.,2019,Barley,214157.0,86281.0,2598000,East,2.482087597501188
793,Kharkiv Oblast,2019,Corn,393021.0,59893.0,2598000,East,6.562052326649191
794,kharkiv reg.,2019,Sunflower,,71311.0,2598000,East,2.3076523958435584
795,Kharkiv Oblast,2019,rye,,62142.0,2598000,East,2.178333494255093
796,Kharkiv Oblast,2019,Soybean,131616.0,75065.0,2598000,East,1.7533604209684939
797,Kharkiv Oblast,2019,Potatoes,981151.0,,2598000,East,14.39059841595776
798,Kharkiv Oblast,2020,Wheat,158950.0,48469.0,2598000,East,3.2794157090098826
799,Kharkiv Oblast,2020,Barley,166765.0,64600.0,2598000,East,2.581501547987616
800,Kharkiv Oblast,2020,Corn,235051.0,37688.0,2598000,East,6.236759711313946
801,Kharkiv Oblast,2020,Sunflower,131694.0,60643.0,2598000,East,2.171627393103903
802,Kharkiv Oblast,2020,Rye,116774.0,51603.0,2598000,East,2.2629304497800518
803,Kharkiv Oblast,2020,Soybean,94550.0,44234.0,2598000,East,2.137496043767238
804,Kharkiv Oblast,2020,Potatoes,1097201.0,,2598000,East,14.216315318933907
805,Kharkiv Oblast,2021,Wheat,103005.0,37906.0,2598000,East,2.7173798343270197
806,Kharkiv Oblast,2021,Barley,116627.0,29870.0,2598000,East,3.9044861064613325
807,Kharkiv Oblast,2021,Corn,,60358.0,2598000,East,4.130570926803406
808,Kharkiv Oblast,2021,Sunflower,92140.0,35544.0,2598000,East,2.592279990997074
809,Kharkiv Oblast,2021,Rye,84697.0,30074.0,2598000,East,2.816286493316486
810,Kharkiv Oblast,2021,soybean,150100.0,54718.0,2598000,East,2.7431558170985784
811,Kharkiv Oblast,2021,Potatoes,805108.0,33616.0,2598000,East,23.950142789148025
812,Kharkiv Oblast,2022,Wheat,311186.0,76206.0,2598000,East,4.083484240086082
813,Kharkiv Oblast,2022,Barley,230329.0,73690.0,2598000,East,
814,Kharkiv Oblast,2022,Corn,442120.0,56089.0,2598000,East,7.882472499063987
815,Kharkiv Oblast,2022,Sunflower,43107.0,47297.0,2598000,East,0.9114108717254794
816,Kharkiv Oblast,2022,Rye,106880.0,35844.0,2598000,East,
817,Kharkiv Oblast,2022,Soybean,120116.0,45812.0,2598000,East,2.6219331179603595
818,kharkiv reg.,2022,Potatoes,,18157.0,2598000,East,18.596794624662664
819,Kharkiv Oblast,2023,Wheat,250410.0,52539.0,2598000,East,4.766173699537487
820,Kharkiv Oblast,2023,Barley,255614.0,,2598000,East,4.0154892627676455
821,Kharkiv Oblast,2023,Corn,460741.0,57031.0,2598000,East,8.07878171520752
822,Kharkiv Oblast,2023,Sunflower,105202.0,46398.0,2598000,East,2.267382214750636
823,Kharkiv Oblast,2023,Rye,94985.0,62457.0,2598000,East,1.5208063147445443
824,Kharkiv Oblast,2023,soybean,72268.0,38915.0,2598000,East,1.8570731080560194
825,Kharkiv Oblast,2023,Potatoes,1681437.0,82175.0,2598000,East,20.46166108913903
826,kharkiv reg.,2024,Wheat,109343.0,31621.0,2598000,East,3.457923531830113
827,Kharkiv Oblast,2024,Barley,255366.0,70006.0,2598000,East,3.647773048024455
828,Kharkiv Oblast,2024,Corn,,77629.0,2598000,East,
829,Kharkiv Oblast,2024,Sunflower,139987.0,86843.0,2598000,East,1.6119549071312598
830,Kharkiv Oblast,2024,Rye,154557.0,64510.0,2598000,East,2.3958611068051465
831,Kharkiv Oblast,2024,Soybean,147007.0,69497.0,2598000,East,2.115299941004648
832,Kharkiv Oblast,2024,Potatoes,922093.0,68350.0,2598000,East,13.490753474762252
833,Kharkiv Oblast,2025,Wheat,331288.0,,2598000,East,4.642683969337276
834,Kharkiv Oblast,2025,Barley,473397.0,91638.0,2598000,East,5.1659464414325935
835,Kharkiv Oblast,2025,corn,,78458.0,2598000,East,7.993295776084019
836,Kharkiv Oblast,2025,Sunflower,169801.0,67945.0,2598000,East,2.4990948561336377
837,Kharkiv Oblast,2025,Rye,180803.0,57612.0,2598000,East,3.138287162396723
838,Kharkiv Oblast,2025,Soybean,93548.0,50569.0,2598000,East,1.8499080464316082
839,Kharkiv Oblast,2025,Potatoes,1656231.0,79578.0,2598000,East,20.81267435723441
840,Kherson Oblast,2011,Wheat,312134.0,68828.0,1001000,South,4.534985761608648
841,Kherson Oblast,2011,Barley,176151.0,59128.0,1001000,South,2.9791469354620483
842,Kherson Oblast,2011,Corn,316810.0,49559.0,1001000,South,6.392582578340967
843,Kherson Oblast,2011,Sunflower,186746.0,75243.0,1001000,South,2.481905293515676
844,Kherson Oblast,2011,Rye,194392.0,62959.0,1001000,South,3.087596689909306
845,Kherson Oblast,2011,Soybean,194105.0,80210.0,1001000,South,2.4199601047250967
846,Kherson Oblast,2011,Potatoes,283885.0,17287.0,1001000,South,16.42187771157517
847,Kherson Oblast,2012,Wheat,215622.0,57102.0,1001000,South,3.7760849007040034
848,Kherson Oblast,2012,Barley,120989.0,,1001000,South,2.7823157410601356
849,Kherson Oblast,2012,Corn,465787.0,60376.0,1001000,South,7.714770769842321
850,Kherson Oblast,2012,Sunflower,174619.0,99577.0,1001000,South,1.7536077608283038
851,Kherson Oblast,2012,Rye,125875.0,50754.0,1001000,South,2.4801000906332504
852,Kherson Oblast,2012,Soybean,66440.0,38546.0,1001000,South,1.7236548539407461
853,kherson reg.,2012,Potatoes,311926.0,20262.0,1001000,South,15.394630342513079
854,Kherson Oblast,2013,Wheat,167656.0,63648.0,1001000,South,2.634112619406737
855,Kherson Oblast,2013,Barley,141525.0,44199.0,1001000,South,3.201995520260639
856,kherson reg.,2013,Corn,400064.0,55161.0,1001000,South,7.252660394119033
857,Kherson Oblast,2013,sunflower,138325.0,55145.0,1001000,South,2.5083869797805787
858,Kherson Oblast,2013,Rye,127762.0,43603.0,1001000,South,2.930119487191248
859,Kherson Oblast,2013,Soybean,712718.9114202104,,1001000,South,
860,Kherson Oblast,2013,Potatoes,228540.0,14534.0,1001000,South,15.724508050089446
861,Kherson Oblast,2014,Wheat,351275.0,100098.0,1001000,South,3.5093108753421647
862,Kherson Oblast,2014,Barley,66684.0,24317.0,1001000,South,2.74227906402928
863,kherson reg.,2014,Corn,209083.0,37975.0,1001000,South,5.505806451612903
864,Kherson Oblast,2014,Sunflower,115604.0,60895.0,1001000,South,1.898415305033254
865,Kherson Oblast,2014,Rye,137216.0,45770.0,1001000,South,2.997946253004151
866,Kherson Oblast,2014,Soybean,96496.0,42619.0,1001000,South,2.26415448508881
867,Kherson Oblast,2014,Potatoes,425537.0,19571.0,1001000,South,21.74324255275663
868,Kherson Oblast,2015,Wheat,258195.0,83792.0,1001000,South,3.0813800840175674
869,Kherson Oblast,2015,Barley,100393.0,26038.0,1001000,South,3.8556340732775176
870,Kherson Oblast,2015,Corn,452976.0,65580.0,1001000,South,6.907227813357731
871,Kherson Oblast,2015,Sunflower,174629.0,72439.0,1001000,South,2.4107041786882757
872,Kherson Oblast,2015,Rye,200268.0,59167.0,1001000,South,
873,Kherson Oblast,2015,Soybean,966723.9026164358,45236.0,1001000,South,2.2720620744539746
874,Kherson Oblast,2015,Potatoes,284302.0,15960.0,1001000,South,17.81340852130326
875,Kherson Oblast,2016,wheat,268342.0,61882.0,1001000,South,4.3363498270902685
876,Kherson Oblast,2016,barley,138200.0,43250.0,1001000,South,3.1953757225433526
877,Kherson Oblast,2016,Corn,345079.0,50863.0,1001000,South,6.7844798773175
878,Kherson Oblast,2016,Sunflower,116605.0,70356.0,1001000,South,1.657356870771505
879,Kherson Oblast,2016,Rye,134751.0,48883.0,1001000,South,2.7566024998465726
